id,Domain,Status,Attractiveness,Demand,Length,Registrar,Created,Expires
6c75d87b-46e9-4931-8e34-bc9f44c4802a,aaa.institute,premium,70,35,3,,,
95363320-5451-4018-b1bb-e228249b1aac,abactinal.institute,available,50,1,9,,,
2e9fc38a-090a-4850-9ca8-5b9915920049,abaft.institute,available,43,2,5,,,
4a231967-a153-43a2-bd31-198c8166db04,abandoned.institute,available,58,7,9,,,
759faa2e-9c82-43b6-b293-75bc9bb80fa5,abashed.institute,available,60,2,7,,,
5a31c9af-0401-4427-9c0f-79f31917f2f7,abasic.institute,available,54,2,6,,,
f83aebc2-87c0-4af5-a303-441bc8c6f30b,abatable.institute,available,54,1,8,,,
05dbc0c6-edb2-43ac-ab7b-0959e3cfa96c,abatic.institute,available,54,2,6,,,
e80137a3-0535-45b2-9d3a-b7094cf8bfa1,abaxial.institute,available,54,2,7,,,
5bd41ac2-ceeb-4df2-864e-74840c37094b,abbatial.institute,available,50,1,8,,,
fda3e8fb-ade5-45d5-8aa9-49b7de65845e,abdicable.institute,available,50,1,9,,,
c8cd2321-cb84-4283-9646-c07b9907853a,abdominal.institute,available,82,1,9,,,
2395ed62-10da-4dd4-be3b-8949232480ef,abdominous.institute,available,56,1,10,,,
e341d6ca-b18f-477b-abd0-abb22436fdcc,abducens.institute,available,54,1,8,,,
e589896c-ebd5-42b0-be03-cd906aec96f1,abducent.institute,available,68,1,8,,,
51fe2664-2f0a-4886-aae2-93a8c64b06e9,abducting.institute,available,50,1,9,,,
a9a60bb7-e084-4a66-9b47-cf7ca6292f7c,abenaki.institute,available,82,3,7,,,
6d8e13ba-5ce7-4894-bff0-98f9d58beb22,aberdonian.institute,available,68,1,10,,,
0de3f938-12cd-426d-a878-0556665d18fe,aberrant.institute,available,74,7,8,,,
722c58d9-53dc-4ab4-9ef1-ac3b407eab8f,abeyant.institute,available,56,2,7,,,
32b5b566-6d74-4503-8c37-fe113589b14c,abhorrent.institute,available,54,1,9,,,
d2c9f88d-5f04-4a39-ab0c-ac69aaef3748,abide.institute,available,94,15,5,,,
5a41d738-05fa-42c9-8a88-f6760bd767c6,abiding.institute,available,106,5,7,,,
ca1ed106-7dae-40f1-95cd-a137a14c095d,abient.institute,available,54,1,6,,,
72480f47-942d-424d-9bbb-4ab3591bd0f0,ability.institute,available,92,15,7,,,
240b812e-755c-41ca-bdc9-44f680d7ea22,abit.institute,available,66,12,5,,,
0054db41-2e2b-4f26-a3dd-aee4a509a3d2,abject.institute,available,94,8,6,,,
296fe3d6-ac96-424d-bf25-1ace73bcfbbb,abkhas.institute,available,68,1,6,,,
608f3f9a-8e71-4993-99bd-bd2a06d4571a,abkhasian.institute,available,78,1,9,,,
7e0f425a-049a-4b52-b8f6-d0677e5a0881,abkhaz.institute,available,82,2,6,,,
9777852b-6d54-4073-82f8-2759210af7e4,abkhazian.institute,available,78,1,9,,,
210f6fc1-749e-4012-8952-6ef128272d7a,ablated.institute,available,52,2,7,,,
b1108914-5a6c-4f41-9430-872f3bf5c6dc,ablative.institute,available,68,3,8,,,
0f6fd455-40a3-4565-a724-4724bea76df4,ablaze.institute,available,72,6,6,,,
46d5b436-fa12-4a50-ad7f-6ea5a9614e85,abloom.institute,available,72,5,6,,,
f2d9ce6b-3255-4885-a8f3-db31b3bcd729,abnaki.institute,available,68,2,6,,,
05f84e5b-6baf-4c3c-8607-25c918ea635f,abnormal.institute,available,74,15,8,,,
1d5ace4d-fb4b-4635-a5bd-32c10b0d5e1e,abo.institute,available,62,15,3,,,
baea5473-1576-4466-8967-9f2de30b31dc,aboard.institute,available,68,6,6,,,
24376d30-13a0-4c48-a3ae-fe926e6cc28f,abomasal.institute,available,50,1,8,,,
3c496981-d04e-4577-b73a-e6065533038d,abomb.institute,available,102,2,6,,,
fefabf98-7b9e-486b-be95-56f5dd14c6d1,abominable.institute,available,52,3,10,,,
131358e9-323d-4851-8994-2cb8160148b2,aboral.institute,available,54,2,6,,,
a3674730-d806-4dbe-ad2d-f853f26cfee0,aborigine.institute,available,62,2,9,,,
aff7ace7-0fed-4697-94c4-7517f7d01611,aborticide.institute,available,50,1,10,,,
c29ab7df-35db-497f-88d6-196576f10b09,abortive.institute,available,90,1,8,,,
2d6c3e71-0adc-4857-8d6b-11690ee888a1,aboulic.institute,available,52,2,7,,,
803407c4-f0da-46d8-bf58-d986daf0c670,abounding.institute,available,78,2,9,,,
5199b5e3-5183-47ec-96ca-0d5196faf928,abouteast.institute,available,58,2,10,,,
64d12454-e4e6-4a5e-a868-2b6efbeb12ec,aboutship.institute,available,70,1,10,,,
8901479a-5a22-4943-8f43-64bc441847e2,abouttime.institute,available,60,7,10,,,
c330440d-33b4-4328-b7e7-162a0db445cc,above.institute,available,112,20,5,,,
43b9d702-9751-4780-ab76-697ae4c75f92,aboveabit.institute,available,56,1,11,,,
f3c2fb46-a869-4084-8555-923f7d882790,aboveall.institute,available,72,6,9,,,
1134cad9-b7df-4629-8657-30ce2701e7b3,aboveboard.institute,available,60,5,10,,,
c1af5ce0-5c3d-43d3-9a3f-93fc11fcd2cc,abovecited.institute,available,58,1,11,,,
bde0fdc3-7649-4097-b3c5-aeca6e0e75fd,aboveground.institute,available,60,6,12,,,
f2d008b1-f6e8-48e1-aaf1-4eb8d7d17c33,abovementioned.institute,available,60,1,15,,,
5f88d7dd-807e-405d-ac08-cad61f50433f,abovenamed.institute,available,58,1,11,,,
24192a25-392b-44ab-a0b1-17c758fe97d6,abovethefold.institute,available,44,7,14,,,
1bd50f6e-d65b-4ccf-b038-3693566d4aa5,abovetheline.institute,available,54,4,14,,,
0a2a9bcf-1027-4b5f-8fb6-60812483e887,abradant.institute,available,70,1,8,,,
b8d1de86-969f-4b43-a7b8-b3b394c780e3,abranchial.institute,available,50,1,10,,,
0b9e29ca-2c61-480c-802c-c54fbbb6f440,abrasive.institute,available,76,6,8,,,
37c73f7f-5940-4d3a-849d-08a1b8823867,abreast.institute,available,72,3,7,,,
f06e0614-297b-4252-ab44-1be6886e145b,abridged.institute,available,58,5,8,,,
1ce4fdd1-cda7-4801-8fc1-bd8415e862b0,abroach.institute,available,82,1,7,,,
ef8a6da1-f4c1-4a6a-8c3c-f94ab7971d5c,abroad.institute,available,92,9,6,,,
7257846b-3dd6-48d2-b344-e9cfe9f21a73,abrupt.institute,available,100,4,6,,,
b3009d3f-afa1-4ce3-b6c6-50099259c691,abscessed.institute,available,41,1,9,,,
6ad450fa-c6b0-48a4-8565-202fc9d81678,absence.institute,available,64,5,7,,,
3d01a7e0-2532-4dbc-82dc-6e733ffd8ced,absent.institute,available,102,8,6,,,
57acd8af-7391-4ac8-8fcc-9ca72a874936,absolutely.institute,available,96,9,10,,,
860af09b-6f3b-440e-9344-20db67b6f7fe,absolutist.institute,available,72,2,10,,,
ad2bf41e-c080-4af3-aa7f-dc98fcbbe467,absolved.institute,available,64,2,8,,,
665661d4-84b3-45ee-b175-7345e2201c5b,absorbable.institute,available,80,1,10,,,
2034957f-a7fa-4bd3-a9b7-71313149ec2c,absorbed.institute,available,72,2,8,,,
f8f6131d-debc-4e6e-bf26-5f100e2c4ed8,absorbent.institute,available,82,3,9,,,
a090b33c-d9d1-4588-bd4b-68f4a16a360d,absorbing.institute,available,70,3,9,,,
